price_total,quantity,date_created.year,date_created.month,date_created.day,customer.name,country.region,country.country,product.category,product.name
125,98,2021,2,15,Omni Consimer Products,Europe,Germany,Sports,Bicycle Gloves
48,439,2021,2,15,Tessier-Ashpool,Europe,Slovakia (Slovak Republic),Sports,Tent for extreme weather
140,290,2021,2,16,Omni Consimer Products,Europe,Poland,Sports,Bicycle Gloves
250,402,2021,2,17,Ankh-Sto Associates,Europe,Latvia,Sports,Mountain Bike
55,181,2021,2,17,General Products,Europe,Czech Republic,Sports,Snowboard boots
55,61,2021,2,17,LuthorCorp,Europe,Lithuania,Sports,Trial Bike
240,328,2021,2,18,Powell Motors,Europe,Portugal,Sports,Mountain Bike
"110,37",457,2021,2,19,"Demo, inc.",South America,Brazil,Sports,Snowboard boots
49,101,2021,2,19,North Central Positronics,Europe,Spain,Sports,Tent for extreme weather
"149,57",126,2021,2,19,LexCorp,South America,Brazil,Sports,Snowboard table
86,374,2021,2,20,LuthorCorp,Europe,Cyprus,Sports,Trial Bike
49,290,2021,2,21,Powell Motors,Europe,Spain,Sports,Tent for extreme weather
180,82,2021,2,21,Omni Consimer Products,Europe,Germany,Sports,Gravel Bike
"41,32",404,2021,2,21,North Central Positronics,Europe,Spain,Various,Various
68,160,2021,2,22,LuthorCorp,Europe,Hungary,Videos,Living on a windsurf table (2010)
"49,5",349,2021,2,22,123 Warehousing,North America,United States of America,Sports,Trial Bike
"49,95",87,2021,2,22,Ankh-Sto Associates,Europe,Spain,Books,Build your own bicycle
14,457,2021,2,23,Western Gas & Electric,South America,Ecuador,Sports,Climbing boots
155,61,2021,2,23,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle horn
"155,8",439,2021,2,23,Mammoth Pictures,South America,Ecuador,Sports,Rafting Boat
20,409,2021,2,24,Twój sport,Europe,Poland,Videos,Windsurfing na świecie
140,78,2021,2,24,Omni Consimer Products,Europe,Poland,Sports,Bicycle Helmet
49,414,2021,2,25,Powell Motors,Europe,Spain,Sports,Snowboard table
"49,95",256,2021,2,25,Incom Corporation,Europe,Spain,Books,Bicycle Wheel
320,475,2021,2,25,Keedsler Motors,Europe,Netherlands,Sports,BMX Bike
49,323,2021,2,26,Water and Power,South America,Ecuador,Sports,Climbing equipment
20,49,2021,2,26,Big T Burgers and Fries,Europe,Slovakia (Slovak Republic),Videos,Best windsurf Videos of the year (2013)
49,240,2021,2,27,Industrial Automation,Europe,Spain,Sports,Mountain Bike
"49,95",452,2021,2,27,Gringotts,South America,Ecuador,Books,Build your own bicycle
"45,3",295,2021,2,28,Foo Bars,South America,Brazil,Sports,Trial Bike
55,119,2021,3,1,LuthorCorp,Europe,Italy,Sports,Trial Bike
"91,67",179,2021,3,1,Widget Corp,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Snowboard table
"209,45",116,2021,3,1,Keedsler Motors,Europe,Netherlands,Sports,Mountain Bike
14,219,2021,3,2,Foo Bars,South America,Brazil,Sports,Termic Jacket 
"137,751",464,2021,3,3,Sirius Cybernetics Corporation,Europe,Spain,Sports,Climbing boots
"120,75",323,2021,3,3,U.S. Robotics and Mechanical Men,South America,Brazil,Sports,Snowboard table
88,103,2021,3,3,General Products,Europe,Austria,Sports,Snowboard boots
"49,95",408,2021,3,4,Ankh-Sto Associates,Europe,Spain,Books,Build your own bicycle
"140,1",414,2021,3,5,Acme Corp,Europe,Netherlands,Videos,"Climb higher, faster, better (2010)"
"209,45",408,2021,3,6,Keedsler Motors,Europe,Netherlands,Sports,Mountain Bike
20,196,2021,3,6,Milliways,Europe,Germany,Videos,Best windsurf Videos of the year (2013)
"44,08",19,2021,3,6,Fake Brothers,North America,United States of America,Sports,Trial Bike
89,227,2021,3,7,LuthorCorp,Europe,Greece,Sports,Trial Bike
"108,25",442,2021,3,7,Osato Chemicals,North America,United States of America,Videos,"Climb higher, faster, better (2010)"
49,46,2021,3,7,Tessier-Ashpool,Europe,Portugal,Sports,Tent for extreme weather
49,188,2021,3,8,Water and Power,South America,Ecuador,Sports,Climbing equipment
,33,2021,3,8,,,,,
126,408,2021,3,9,Tessier-Ashpool,Europe,Portugal,Sports,Termic Jacket 
"236,5",489,2021,3,10,Industrial Automation,Europe,Spain,Sports,Mountain Bike
190,351,2021,3,11,U.S. Robotics and Mechanical Men,South America,French Guyana,Sports,Mountain Bike
111,192,2021,3,11,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle Gloves
189,288,2021,3,12,Industrial Automation,Europe,France,Sports,Mountain Bike
"49,95",146,2021,3,12,Allied Biscuit,North America,United States of America,Books,Bicycle Wheel
"47,9592",381,2021,3,12,Demo Company,South America,Uruguay,Books,Build your own bicycle
"157,8",458,2021,3,13,Strickland Propane,South America,Brazil,Videos,Repair your own cross bike (2011)
"49,95",46,2021,3,13,General Products,Europe,Spain,Books,Bicycle Wheel
"146,5",95,2021,3,13,The Legitimate Businessmens Club,South America,Brazil,Sports,Snowboard table
130,195,2021,3,14,Tessier-Ashpool,Europe,Slovakia (Slovak Republic),Sports,Termic Jacket 
145,200,2021,3,14,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle brakes
"242,5",200,2021,3,14,Wentworth Industries,Europe,Ireland,Various,Various
"152,45",351,2021,3,15,Wayne Enterprises,Europe,Spain,Sports,Snowboard table
"120,75",210,2021,3,15,Mammoth Pictures,South America,Ecuador,Sports,Snowboard table
"120,75",294,2021,3,16,U.S. Robotics and Mechanical Men,South America,Brazil,Sports,Snowboard table
"108,25",160,2021,3,17,Thatherton Fuels,South America,Ecuador,Videos,"Climb higher, faster, better (2010)"
60,2,2021,3,17,Gizmonic Institute,South America,Brazil,Videos,Extreme mountain bike sessions (2012)
"49,5",38,2021,3,17,QWERTY Logistics,Europe,Portugal,Sports,Trial Bike
75,461,2021,3,18,Gizmonic Institute,South America,Mexico,Videos,Extreme mountain bike sessions (2012)
20,396,2021,3,18,Minuteman Cafe,Europe,Spain,Videos,Best windsurf Videos of the year (2013)
25,488,2021,3,19,Incom Corporation,Europe,Spain,Sports,Trial Bike
"140,1",418,2021,3,19,Acme Corp,Europe,Netherlands,Videos,"Climb higher, faster, better (2010)"
47,408,2021,3,19,LuthorCorp,Europe,Poland,Sports,Trial Bike
"137,751",84,2021,3,20,Sirius Cybernetics Corporation,Europe,Spain,Sports,Climbing boots
49,95,2021,3,20,QWERTY Logistics,Europe,Portugal,Sports,Tent for extreme weather
217,435,2021,3,20,"Acme, inc.",Europe,Spain,Sports,Mountain Bike
"49,95",397,2021,3,21,Sample Company,Europe,Switzerland,Books,Bicycle Wheel
140,413,2021,3,21,Omni Consimer Products,Europe,Poland,Sports,Bicycle horn
230,380,2021,3,22,Omni Consimer Products,Europe,Ukraine,Sports,Mountain Bike
140,165,2021,3,23,Omni Consimer Products,Europe,Poland,Sports,Bicycle Helmet
345,1,2021,3,24,Colonial Movers,Europe,Monaco,Sports,Mountain Bike
"45,3",409,2021,3,25,Foo Bars,South America,Brazil,Sports,Trial Bike
"49,95",256,2021,3,25,Demo Company,South America,Uruguay,Books,Bicycle Wheel
46,191,2021,3,25,LuthorCorp,Europe,Slovakia (Slovak Republic),Sports,Trial Bike
"49,95",333,2021,3,26,Ankh-Sto Associates,Europe,Spain,Books,Build your own bicycle
20,165,2021,3,27,Niagular,Europe,France,Videos,Best windsurf Videos of the year (2013)
"26,95",358,2021,3,27,Bluth Company,South America,Brazil,Videos,Communicate your skills (2009)
49,101,2021,3,27,Strickland Propane,South America,Brazil,Sports,Snowboard table
20,63,2021,3,28,Plow King,Europe,France,Videos,Best windsurf Videos of the year (2013)
"120,75",321,2021,3,28,Mammoth Pictures,South America,Ecuador,Sports,Snowboard table
29,446,2021,3,29,Atlantic Northern,South America,Brazil,Sports,Trial Bike
14,444,2021,3,30,Foo Bars,South America,Brazil,Sports,Termic Jacket 
14,40,2021,3,30,"Demo, inc.",South America,Brazil,Sports,Termic Jacket 
"146,5",125,2021,3,31,The Legitimate Businessmens Club,South America,Brazil,Sports,Snowboard table
130,170,2021,4,1,Tessier-Ashpool,Europe,Slovakia (Slovak Republic),Sports,Termic Jacket 
"209,45",287,2021,4,2,Keedsler Motors,Europe,Netherlands,Sports,Snowboard glasses
180,465,2021,4,2,Omni Consimer Products,Europe,Germany,Sports,Gravel Bike
70,210,2021,4,2,Colonial Movers,Europe,Spain,Sports,Snowboard boots
"49,95",166,2021,4,3,United Fried Chicken,South America,Brazil,Books,Bicycle Wheel
145,348,2021,4,3,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle brakes
55,402,2021,4,4,General Products,Europe,Czech Republic,Sports,Snowboard boots
"108,25",27,2021,4,4,Osato Chemicals,North America,United States of America,Videos,"Climb higher, faster, better (2010)"
14,483,2021,4,4,Omni Consimer Products,Europe,Germany,Sports,Termic Jacket 
49,328,2021,4,5,Tessier-Ashpool,Europe,Portugal,Sports,Tent for extreme weather
"167,24",379,2021,4,6,ZiffCorp,North America,United States of America,Sports,Snowboard boots
"49,95",484,2021,4,6,General Products,Europe,Spain,Books,Bicycle Wheel
"197,29",68,2021,4,6,Ankh-Sto Associates,Europe,Spain,Sports,Mountain Bike
"45,2676",22,2021,4,7,LexCorp,South America,Brazil,Sports,Trial Bike
"261,9",55,2021,4,7,Flowers By Irene,Europe,Denmark,Sports,Snowboard table
"39,96",446,2021,4,8,General Products,Europe,Spain,Sports,Mountain Bike
60,418,2021,4,9,Chasers,South America,Brazil,Videos,Extreme mountain bike sessions (2012)
"49,95",147,2021,4,9,Mr. Sparkle,Europe,United Kingdom of Great Britain & Northern Ireland,Books,Bicycle Wheel
140,437,2021,4,9,Omni Consimer Products,Europe,Poland,Sports,Bicycle horn
125,344,2021,4,10,Omni Consimer Products,Europe,Germany,Sports,Bicycle Gloves
"236,5",182,2021,4,10,Industrial Automation,Europe,Spain,Sports,Mountain Bike
"257,75",407,2021,4,10,Mammoth Pictures,South America,Ecuador,Sports,Mountain Bike
"49,95",168,2021,4,11,Galaxy Corp,Africa,South Africa,Books,Bicycle Wheel
"110,37",377,2021,4,12,"Demo, inc.",South America,Brazil,Sports,Snowboard boots
"45,83",265,2021,4,12,Extensive Enterprise,South America,Brazil,Sports,Trial Bike
10,62,2021,4,13,Moes Tavern,South America,Brazil,Sports,Snowboard boots
"39,96",208,2021,4,13,General Products,Europe,Spain,Sports,Mountain Bike
50,29,2021,4,13,Osato Chemicals,North America,United States of America,Various,Various
"146,5",385,2021,4,14,The Legitimate Businessmens Club,South America,Brazil,Sports,Snowboard table
"41,32",484,2021,4,14,Wayne Enterprises,Europe,Spain,Various,Various
160,407,2021,4,14,Keedsler Motors,Europe,Netherlands,Sports,Snowboard boots
235,134,2021,4,15,"Acme, inc.",Europe,Lithuania,Sports,Mountain Bike
"152,45",114,2021,4,16,Wayne Enterprises,Europe,Spain,Sports,Snowboard table
"101,58",10,2021,4,16,Kumatsu Motors,South America,Brazil,Sports,Snowboard boots
"49,5",81,2021,4,17,Fake Brothers,North America,United States of America,Sports,Trial Bike
"49,95",260,2021,4,17,Demo Company,South America,Uruguay,Books,Bicycle Wheel
65,30,2021,4,17,Gizmonic Institute,South America,Peru,Videos,Extreme mountain bike sessions (2012)
199,25,2021,4,18,"Acme, inc.",Europe,Czech Republic,Sports,Mountain Bike
80,51,2021,4,19,General Products,Europe,Slovakia (Slovak Republic),Sports,Snowboard boots
"171,25",187,2021,4,20,Smith and Co.,Europe,Spain,Sports,Tent for extreme weather
60,391,2021,4,20,Gizmonic Institute,South America,Brazil,Videos,Extreme mountain bike sessions (2012)
150,201,2021,4,21,Transworld Consortium,North America,Canada,Sports,Mountain Bike
160,100,2021,4,22,Keedsler Motors,Europe,Netherlands,Sports,Snowboard boots
14,397,2021,4,22,"Sample, inc",Europe,Switzerland,Sports,Termic Jacket 
55,244,2021,4,22,General Products,Europe,Czech Republic,Sports,Snowboard boots
"190,05",471,2021,4,23,Wayne Enterprises,Europe,Spain,Sports,Tent for extreme weather
250,21,2021,4,23,Ankh-Sto Associates,Europe,Latvia,Sports,Mountain Bike
"34,65",385,2021,4,24,Universal Export,South America,Brazil,Sports,Trial Bike
10,408,2021,4,24,Central Perk,South America,Ecuador,Sports,Snowboard boots
20,89,2021,4,25,The Krusty Krab,Europe,Hungary,Videos,Best windsurf Videos of the year (2013)
60,18,2021,4,25,Gizmonic Institute,South America,Brazil,Videos,Extreme mountain bike sessions (2012)
20,268,2021,4,26,Big T Burgers and Fries,Europe,Slovakia (Slovak Republic),Videos,Best windsurf Videos of the year (2013)
340,314,2021,4,26,Omni Consimer Products,Europe,Finland,Sports,Mountain Bike
"110,37",307,2021,4,27,ABC Telecom,South America,Guatemala,Sports,Snowboard boots
49,430,2021,4,27,Corellian Engineering Corporation,Europe,Spain,Videos,Extreme mountain bike sessions (2012)
"42,07",117,2021,4,27,Virtucon,South America,Brazil,Sports,Trial Bike
,434,2021,4,28,,,,,
49,106,2021,4,28,Industrial Automation,Europe,Spain,Sports,Mountain Bike
29,404,2021,4,29,Atlantic Northern,South America,Brazil,Sports,Trial Bike
"155,51",432,2021,4,29,Colonial Movers,Europe,Spain,Sports,Mountain Bike
125,69,2021,4,30,Omni Consimer Products,Europe,Germany,Sports,Bicycle horn
20,191,2021,5,1,The Frying Dutchman,Europe,Spain,Videos,Best windsurf Videos of the year (2013)
"115,8",355,2021,5,2,QWERTY Logistics,Europe,Portugal,Sports,Tent for extreme weather
"49,95",73,2021,5,2,Flowers By Irene,Europe,Denmark,Books,Bicycle Wheel
59,463,2021,5,3,Three Waters,South America,Ecuador,Sports,Mountain Bike
"144,1",259,2021,5,4,U.S. Robotics and Mechanical Men,South America,Brazil,Sports,Mountain Bike
"114,18",348,2021,5,5,Smith and Co.,Europe,Spain,Sports,Snowboard boots
20,134,2021,5,5,Plow King,Europe,France,Videos,Best windsurf Videos of the year (2013)
150,128,2021,5,6,Transworld Consortium,North America,Canada,Sports,Mountain Bike
"91,67",497,2021,5,6,Widget Corp,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Snowboard table
"49,5",255,2021,5,6,Tessier-Ashpool,Europe,Portugal,Sports,Trial Bike
47,338,2021,5,7,Globo-Chem,North America,Canada,Sports,Mountain Bike
20,441,2021,5,7,Big Kahuna Burger,Europe,United Kingdom of Great Britain & Northern Ireland,Videos,Best windsurf Videos of the year (2013)
190,433,2021,5,7,Omni Consimer Products,Europe,Poland,Sports,Gravel Bike
140,298,2021,5,8,ZiffCorp,North America,United States of America,Sports,Snowboard glasses
14,91,2021,5,8,"Sample, inc",Europe,Switzerland,Sports,Termic Jacket 
"49,95",427,2021,5,8,Globex Corporation,Europe,Slovakia (Slovak Republic),Books,Bicycle Wheel
49,351,2021,5,9,Powell Motors,Europe,Spain,Sports,Snowboard table
180,16,2021,5,10,Omni Consimer Products,Europe,Estonia,Sports,Mountain Bike
42,171,2021,5,10,Initrode,Europe,Spain,Sports,Snowboard boots
"45,99",348,2021,5,11,Widget Corp,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Trial Bike
"49,95",216,2021,5,11,Allied Biscuit,North America,United States of America,Books,Bicycle Wheel
"155,8",67,2021,5,12,Mooby Corp,South America,Ecuador,Sports,Rafting Boat
"49,95",85,2021,5,12,Ankh-Sto Associates,Europe,Spain,Books,Build your own bicycle
"45,37",315,2021,5,13,Sombra Corporation,Europe,France,Sports,Trial Bike
340,387,2021,5,14,Omni Consimer Products,Europe,Finland,Sports,Mountain Bike
125,269,2021,5,15,Omni Consimer Products,Europe,Germany,Sports,Bicycle brakes
49,43,2021,5,15,Water and Power,South America,Ecuador,Sports,Climbing equipment
20,481,2021,5,15,Big T Burgers and Fries,Europe,Slovakia (Slovak Republic),Videos,Best windsurf Videos of the year (2013)
"26,95",234,2021,5,16,Bluth Company,South America,Brazil,Videos,Communicate your skills (2009)
"45,37",444,2021,5,17,Sombra Corporation,Europe,France,Sports,Trial Bike
14,173,2021,5,17,Thatherton Fuels,South America,Ecuador,Sports,Termic Jacket 
99,352,2021,5,18,LuthorCorp,Europe,Croatia,Sports,Trial Bike
"197,29",296,2021,5,18,Ankh-Sto Associates,Europe,Spain,Sports,Mountain Bike
320,454,2021,5,18,Keedsler Motors,Europe,Netherlands,Sports,BMX Bike
49,133,2021,5,19,Strickland Propane,South America,Brazil,Sports,Snowboard table
"137,751",259,2021,5,19,Sirius Cybernetics Corporation,Europe,Spain,Sports,Climbing boots
"92,233",35,2021,5,19,Allied Biscuit,North America,United States of America,Videos,"Climb higher, faster, better (2022)"
89,128,2021,5,20,LuthorCorp,Europe,Greece,Sports,Trial Bike
29,300,2021,5,20,Atlantic Northern,South America,Brazil,Sports,Trial Bike
"241,5",347,2021,5,21,Demo Company,South America,Uruguay,Sports,Snowboard table
"101,58",433,2021,5,22,Kumatsu Motors,South America,Brazil,Sports,Snowboard boots
14,440,2021,5,22,Sto Plains Holdings,Europe,France,Sports,Termic Jacket 
"44,87",447,2021,5,22,Kumatsu Motors,South America,Brazil,Sports,Trial Bike
140,157,2021,5,23,Omni Consimer Products,Europe,Poland,Sports,Bicycle horn
14,204,2021,5,23,Colonial Movers,Europe,Spain,Sports,Mountain Bike
"73,687",489,2021,5,23,Acme Corp,Europe,Netherlands,Sports,Snowboard table
"44,8709",292,2021,5,24,Virtucon,South America,Brazil,Sports,Trial Bike
20,117,2021,5,25,Chotchkies,Europe,Hungary,Videos,Best windsurf Videos of the year (2013)
"241,5",129,2021,5,26,Demo Company,South America,Uruguay,Sports,Snowboard table
49,344,2021,5,26,Acme Corp,Europe,Netherlands,Sports,Snowboard table
"242,5",400,2021,5,26,Wentworth Industries,Europe,Ireland,Various,Various
"146,5",296,2021,5,27,The Legitimate Businessmens Club,South America,Brazil,Sports,Snowboard table
88,213,2021,5,28,General Products,Europe,Austria,Sports,Snowboard boots
"155,8",91,2021,5,28,Western Gas & Electric,South America,Ecuador,Sports,Rafting Boat
14,194,2021,5,28,"Sample, inc",Europe,Switzerland,Sports,Termic Jacket 
71,155,2021,5,29,Extensive Enterprise,South America,Brazil,Sports,Mountain Bike
"162,71",351,2021,5,29,Transworld Consortium,North America,United States of America,Sports,Mountain Bike
860,500,2021,5,29,Omni Consimer Products,Europe,Germany,Sports,Touring bike
"42,07",461,2021,5,30,Virtucon,South America,Brazil,Sports,Trial Bike
"209,45",287,2021,5,30,Omni Consimer Products,Europe,Germany,Sports,Mountain Bike
"44,87",326,2021,5,31,Kumatsu Motors,South America,Brazil,Sports,Trial Bike
90,292,2021,6,1,ABC Telecom,South America,Guatemala,Sports,Tent for extreme weather
130,390,2021,6,1,Tessier-Ashpool,Europe,Slovakia (Slovak Republic),Sports,Termic Jacket 
"41,32",192,2021,6,1,North Central Positronics,Europe,Spain,Various,Various
111,153,2021,6,2,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle Gloves
14,425,2021,6,2,Sto Plains Holdings,Europe,France,Sports,Termic Jacket 
"45,99",116,2021,6,3,Widget Corp,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Trial Bike
"242,5",23,2021,6,3,Wentworth Industries,Europe,Ireland,Various,Various
49,156,2021,6,4,Powell Motors,Europe,Spain,Sports,Snowboard table
"242,1",149,2021,6,4,Transworld Consortium,North America,United States of America,Sports,Mountain Bike
"110,37",209,2021,6,4,"Demo, inc.",South America,Brazil,Sports,Snowboard boots
"49,95",90,2021,6,5,Gringotts,South America,Ecuador,Books,Build your own bicycle
"80,01",99,2021,6,5,Wentworth Industries,Europe,Ireland,Sports,Termic Jacket 
333,164,2021,6,6,Ankh-Sto Associates,Europe,Sweden,Sports,Mountain Bike
"155,8",402,2021,6,6,Thatherton Fuels,South America,Ecuador,Sports,Rafting Boat
190,185,2021,6,6,Omni Consimer Products,Europe,Poland,Sports,Gravel Bike
20,21,2021,6,7,Big Kahuna Burger,Europe,United Kingdom of Great Britain & Northern Ireland,Videos,Best windsurf Videos of the year (2013)
14,339,2021,6,7,Sirius Cybernetics Corporation,Europe,Spain,Sports,Mountain Bike
"49,95",106,2021,6,7,Incom Corporation,Europe,Spain,Books,Bicycle Wheel
25,279,2021,6,8,Incom Corporation,Europe,Spain,Sports,Trial Bike
14,464,2021,6,8,U.S. Robotics and Mechanical Men,South America,Brazil,Sports,Mountain Bike
14,125,2021,6,9,Omni Consimer Products,Europe,Germany,Sports,Termic Jacket 
140,153,2021,6,9,Omni Consimer Products,Europe,Poland,Sports,Bicycle brakes
49,402,2021,6,10,Mooby Corp,South America,Ecuador,Sports,Snowboard table
"45,75",103,2021,6,10,Keedsler Motors,Europe,Netherlands,Sports,Trial Bike
"155,4",20,2021,6,11,"Sample, inc",Europe,Switzerland,Sports,Snowboard table
"49,95",423,2021,6,11,Ankh-Sto Associates,Europe,Spain,Books,Build your own bicycle
217,138,2021,6,12,"Acme, inc.",Europe,Spain,Sports,Mountain Bike
"137,699",438,2021,6,12,Mooby Corp,South America,Ecuador,Sports,Climbing boots
333,124,2021,6,13,Ankh-Sto Associates,Europe,Sweden,Sports,Mountain Bike
14,21,2021,6,14,Foo Bars,South America,Brazil,Sports,Termic Jacket 
49,459,2021,6,15,Water and Power,South America,Ecuador,Sports,Climbing equipment
89,428,2021,6,15,LuthorCorp,Europe,Greece,Sports,Trial Bike
111,471,2021,6,15,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle Gloves
"197,29",399,2021,6,16,Ankh-Sto Associates,Europe,Spain,Sports,Mountain Bike
"145,5",290,2021,6,16,Sto Plains Holdings,Europe,France,Sports,Tent for extreme weather
"155,8",454,2021,6,17,Thrift Bank,South America,Ecuador,Sports,Rafting Boat
"115,24",314,2021,6,17,Galaxy Corp,Africa,South Africa,Sports,Snowboard boots
"105,75",127,2021,6,17,Incom Corporation,Europe,Spain,Sports,Snowboard table
320,290,2021,6,18,Keedsler Motors,Europe,Netherlands,Sports,BMX Bike
"108,25",316,2021,6,19,Thatherton Fuels,South America,Ecuador,Videos,"Climb higher, faster, better (2010)"
49,318,2021,6,19,Powell Motors,Europe,Spain,Sports,Tent for extreme weather
"41,32",43,2021,6,19,North Central Positronics,Europe,Spain,Various,Various
"115,24",367,2021,6,20,Galaxy Corp,Africa,South Africa,Sports,Snowboard boots
333,139,2021,6,20,Ankh-Sto Associates,Europe,Sweden,Sports,Mountain Bike
14,106,2021,6,20,Sto Plains Holdings,Europe,France,Sports,Termic Jacket 
59,300,2021,6,21,Three Waters,South America,Ecuador,Sports,Mountain Bike
140,267,2021,6,21,Omni Consimer Products,Europe,Poland,Sports,Bicycle Gloves
"42,07",213,2021,6,21,Virtucon,South America,Brazil,Sports,Trial Bike
"115,24",130,2021,6,22,Galaxy Corp,Africa,South Africa,Sports,Snowboard boots
29,367,2021,6,23,Atlantic Northern,South America,Brazil,Sports,Trial Bike
50,111,2021,6,23,Osato Chemicals,North America,United States of America,Various,Various
"49,95",364,2021,6,23,Globo-Chem,North America,Canada,Books,Bicycle Wheel
14,268,2021,6,24,Thatherton Fuels,South America,Ecuador,Sports,Termic Jacket 
150,196,2021,6,24,Transworld Consortium,North America,Canada,Sports,Mountain Bike
49,337,2021,6,25,Mooby Corp,South America,Ecuador,Sports,Snowboard table
"120,75",482,2021,6,25,U.S. Robotics and Mechanical Men,South America,Brazil,Sports,Snowboard table
230,53,2021,6,25,Omni Consimer Products,Europe,Ukraine,Sports,Mountain Bike
20,436,2021,6,26,The Frying Dutchman,Europe,Spain,Videos,Best windsurf Videos of the year (2013)
125,23,2021,6,27,Omni Consimer Products,Europe,Germany,Sports,Bicycle brakes
"45,75",284,2021,6,28,Keedsler Motors,Europe,Netherlands,Sports,Trial Bike
"110,37",326,2021,6,29,ABC Telecom,South America,Guatemala,Sports,Snowboard boots
135,280,2021,6,29,Mooby Corp,South America,Paraguay,Sports,Climbing boots
55,415,2021,6,30,LuthorCorp,Europe,Lithuania,Sports,Trial Bike
125,498,2021,6,30,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle Helmet
29,212,2021,7,1,Atlantic Northern,South America,Brazil,Sports,Trial Bike
"137,751",492,2021,7,1,Sirius Cybernetics Corporation,Europe,Spain,Sports,Climbing boots
29,194,2021,7,2,Taggart Transcontinental,North America,United States of America,Sports,Trial Bike
345,282,2021,7,2,Colonial Movers,Europe,Monaco,Sports,Mountain Bike
195,444,2021,7,3,"Sample, inc",Europe,Switzerland,Sports,Mountain Bike
"49,5",186,2021,7,3,Tessier-Ashpool,Europe,Portugal,Sports,Trial Bike
28,432,2021,7,3,Fake Brothers,North America,United States of America,Sports,Termic Jacket 
55,353,2021,7,4,LuthorCorp,Europe,Lithuania,Sports,Trial Bike
79,50,2021,7,4,Gizmonic Institute,South America,Chile,Videos,Extreme mountain bike sessions (2012)
49,488,2021,7,5,QWERTY Logistics,Europe,Portugal,Sports,Tent for extreme weather
14,152,2021,7,5,Omni Consimer Products,Europe,Germany,Sports,Termic Jacket 
14,69,2021,7,6,Sto Plains Holdings,Europe,France,Sports,Termic Jacket 
"110,37",116,2021,7,6,ABC Telecom,South America,Guatemala,Sports,Snowboard boots
111,235,2021,7,7,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle Gloves
89,53,2021,7,7,LuthorCorp,Europe,Greece,Sports,Trial Bike
"26,95",35,2021,7,8,Bluth Company,South America,Brazil,Videos,Communicate your skills (2009)
"49,95",452,2021,7,8,Ankh-Sto Associates,Europe,Spain,Books,Build your own bicycle
140,201,2021,7,9,Omni Consimer Products,Europe,Poland,Sports,Bicycle brakes
14,383,2021,7,10,"Sample, inc",Europe,Switzerland,Sports,Termic Jacket 
"44,87",337,2021,7,11,Kumatsu Motors,South America,Brazil,Sports,Trial Bike
"49,95",159,2021,7,11,Gringotts,South America,Ecuador,Books,Build your own bicycle
"108,25",292,2021,7,12,Thatherton Fuels,South America,Ecuador,Videos,"Climb higher, faster, better (2010)"
79,166,2021,7,12,Gizmonic Institute,South America,Chile,Videos,Extreme mountain bike sessions (2012)
"45,3",121,2021,7,13,Foo Bars,South America,Brazil,Sports,Trial Bike
47,460,2021,7,13,LuthorCorp,Europe,Poland,Sports,Trial Bike
70,30,2021,7,13,Colonial Movers,Europe,Spain,Sports,Snowboard boots
135,285,2021,7,14,Mooby Corp,South America,Paraguay,Sports,Climbing boots
"242,5",344,2021,7,14,Wentworth Industries,Europe,Ireland,Various,Various
"49,3507",31,2021,7,15,Globo-Chem,North America,Canada,Books,Bicycle Wheel
10,352,2021,7,16,Central Perk,South America,Ecuador,Sports,Snowboard boots
49,337,2021,7,16,Strickland Propane,South America,Brazil,Sports,Snowboard table
"157,8",161,2021,7,17,Strickland Propane,South America,Brazil,Videos,Repair your own cross bike (2011)
"155,8",81,2021,7,17,Thatherton Fuels,South America,Ecuador,Sports,Rafting Boat
29,375,2021,7,17,Atlantic Northern,South America,Brazil,Sports,Trial Bike
"120,75",472,2021,7,18,Three Waters,South America,Ecuador,Sports,Snowboard table
"39,96",24,2021,7,19,General Products,Europe,Spain,Sports,Mountain Bike
49,301,2021,7,19,Water and Power,South America,Ecuador,Sports,Climbing equipment
"49,95",173,2021,7,20,Incom Corporation,Europe,Spain,Books,Bicycle Wheel
"49,95",384,2021,7,21,United Fried Chicken,South America,Brazil,Books,Bicycle Wheel
"44,8709",81,2021,7,22,Virtucon,South America,Brazil,Sports,Trial Bike
130,196,2021,7,23,ABC Telecom,South America,Guatemala,Sports,Snowboard glasses
"45,3",469,2021,7,23,Foo Bars,South America,Brazil,Sports,Trial Bike
14,275,2021,7,23,Sto Plains Holdings,Europe,France,Sports,Termic Jacket 
60,26,2021,7,24,Chasers,South America,Brazil,Videos,Extreme mountain bike sessions (2012)
